title,year,genre,plot,imdb_rating
the naked gun 2Â½: the smell of fear,1991,"[comedy,  crime]"," At the White House, President of the United States President George H. W. Bush announces that he will base the country's energy policy on the recommendations of Dr. Albert Meinheimer. The heads of the coal, oil, and Nuclear power nuclear power industries are upset by the President's decision as Dr. Meinheimer plans to advocate for renewable energy. Jane Spencer, now separated from Frank Drebin, is working late at Dr. Meinheimer's research institute when she spots a suspicious man leaving in a van. A maintenance worker finds a clock with dynamite attached and takes it to the security guards, who accidentally trigger an explosion. The next morning, Frank is reunited with Jane as he investigates the bombing. He also meets Jane's new boyfriend, Hexagon Oil executive Quentin Hapsburg, and becomes exceedingly jealous. Later that evening, Frank and his boss Ed Hocken meet up at a blues bar. Jane finds Frank at the bar and they get into an argument that causes Frank to storm out. Elsewhere, Hapsburg holds a secret meeting of the energy industry leaders where he reveals his plan for changing Dr. Meinheimer's speech. Hapsburg introduces them to Earl Hacker, a Dead ringer (idiom) dead ringer for Dr. Meinheimer who will take Dr. Meinheimer's place and deliver a speech recommending more fossil fuels. Dr. Meinheimer is kidnapped by Hapsburg's goons, who tie him up and leave him in a warehouse. Police Squad tracks down Hector Savage, the man whom Jane saw on the night of the bombing. Savage leads them on a short chase that ends in a standoff at a nearby house. While Savage negotiates with the police, Frank drives a SWAT tank through the house and allows Savage to flee. Frank loses control of the tank and crashes into the city zoo, causing the animals to escape. At a party later that evening, Frank notices that Dr. Meinheimer does not remember meeting him despite having a Eidetic memory photographic memory. Frank visits Jane at her apartment after the party and asks if Dr. Meinheimer had been acting strange. After Frank leaves, Savage breaks into Jane's apartment and tries to kill her in the shower. Frank intervenes and kills Savage. Jane realizes she still loves Frank and the two rekindle their romance. The next day, Police Squad stakes out the warehouse where Dr. Meinheimer is being held captive. Frank tries to sneak into the building but is captured and tied up with Dr. Meinheimer. They are freed by Police Squad and head to the Press Club Dinner to stop Hacker. Jane agrees to open a locked door to let them in, but she is interrupted by Hapsburg. Frank, Ed, Nordberg, and Dr. Meinheimer steal a mariachi band's costumes and sneak inside. Ed captures Hacker and gets a confession from him, causing Hapsburg to take Jane hostage and flee the dinner. Frank pursues Hapsburg to the roof where he learns that Hapsburg has rigged up a small Nuclear weapon nuclear device which will kill everyone in the building. Frank catches Hapsburg and attempts to learn the bomb's disarming code but Ed throws Hapsburg out a window. Miraculously, Hapsburg bounces off an awning and lands on the sidewalk unscathed, only to be killed by an escaped lion from the zoo. Frank and Jane try to disarm the bomb while Ed and Nordberg go back into the ballroom to evacuate it. Frank finally disarms the bomb at the last second by tripping over and unplugging the power cord. Frank is commended by the President, who offers him a special post as head of a new Federal Bureau of Police Squad. Frank declines and instead proposes marriage to Jane, which she accepts. ",6.9
dolly dearest,1991,"[comedy,  drama,  horror]"," Elliot Wade obtains ownership of the Dolly Dearest factory in Mexico. Not far from the factory is the underground Mayan tomb of Sanzia, or Satan on Earth. An archaeologist breaks into the sarcophagus, accidentally releasing the malevolent spirit of Sanzia. Sanzia takes refuge in the porcelain doll, Dolly Dearest. The Wade family travels to Mexico to see their new home, where they meet their realtor, Mr. Estrella, and housekeeper, Camilla. The factory, long abandoned, is structurally unstable, upsetting Elliot. Jessica discovers many well-preserved dolls on a shelf and her father allows her to take one: Dolly Dearest. Jimmy finds the entrance to the cave, but his father warns him to never go there. The next day, the children's mother, Marilyn, finds a disturbing drawing she thinks Jessica drew. Jessica becomes progressively more violent and obsessed with Dolly. She acts normal when her father is around, but exhibits evil behavior around her mother. Camilla believes the doll is controlling Jessica. When Jessica speaks in Sanzian tongue, Camilla tries to warn Marilyn, but is killed by the spirit. Jimmy sneaks out one night and breaks into the factory. He finds the night watchman, Luis, dead and flees. Marilyn realizes her daughter may truly be possessed and tries to take the doll. Sanzia momentarily possesses Jessica and yells, ""I will kill you! The kid's mine."" The next day, Marilyn talks with archaeologist Resnick (Rip Torn) about their dig. Resnick explains they are searching for the remains of the Sanzia devil child inside the tomb. The devil child, a force of evil, fed on the warm blood of children. The tribe killed the creature because its dietary needs almost wiped out the tribe's population. Marilyn reveals that Jessica is being controlled by her doll. At home, Marilyn finds Jimmy hiding; he reveals that he saw Dolly talk and move. Marilyn gets their shotgun and tells Jimmy to call his father. At the factory, the dolls disconnect the phones. Marilyn returns to Jessica's room to find the doll gone. Jimmy can't get through to Elliot so he attempts to call the operator but is unable to communicate because he does not speak Spanish. When Jessica becomes separated from Dolly, her mother attempts to flee with her, only to be blocked by Dolly. Dolly calls to Jessica, who then attacks her mother as Dolly advances with a kitchen knife. Jimmy fires the shotgun at Dolly, releasing the doll's hold on Jessica. Marilyn, Jessica and Jimmy drive to the factory, where Elliot is being attacked by the dolls. Meanwhile, the professor enters the tomb and sees the remains of the devil child, which has the body of an infant and the head of a goat. Realizing the myth was true, he runs to the factory, where he saves Elliot from the dolls. The family reunites and plants dynamite around the factory. It blows up, along with the dolls, and a demonic scream is heard, implying Sanzia is destroyed. The family watches the ablaze factory getting burn to the ground with the dolls trapped inside. ",4.7
proof,1991,"[drama,  romance]"," The story concerns the tribulations of Martin, a Visual impairment blind photographer. Through a series of Flashback (narrative) flashbacks, Martin is shown as a child, distrustful of his own mother. She describes to him the garden outside his bedroom window. She tells him that someone is raking leaves, but he can't hear the sound and angrily decides she is lying to him. This childhood experience strongly affects Martin as an adult, as he anticipates that sighted people will take advantage of his blindness to lie to him, or worse yet, pity him. He has become a resentful, vaguely bitter person who spends his days taking some photographs of the world around him, then having various people describe them. He uses these photographs and the Braille descriptions before he stamps on them as ""proof"" that the world around him really is as others describe it to him. He also takes secret pleasure in rebuking the romantic advances of Celia, his housekeeper. Celia harbours a deep-seated and obsessive crush on Martin, as evidenced by the scores of photographs of him adorning the walls of her flat, and takes out her frustration at her unrequited love by tormenting Martin in small ways, such as rearranging the furniture in his house. Martin keeps Celia around because her love and hatred of him means he knows she can't pity him. One day Martin encounters Andy, and is pleased with the depth and detail with which Andy describes his photos. The two fast become close friends, and Martin soon comes to trust him implicitly. The jealous Celia is threatened by Andy's increasing presence in Martin's life. She Seduction seduces Andy, and Martin catches the two in the act, before Andy reluctantly lies to him about it. Celia recognizes this opportunity to foil Martin yet again, and sets up a series of events leading Martin to discover Andy's dishonesty. Martin is devastated and plunged into a deep despair, and breaks off his friendship with Andy. Later on, Andy confronts him, and tries to convince him that everyone has flaws, and shouldn't be judged on such simple terms. ""People lie,"" he tells Martin, ""but not all the time. And that's the point."" Martin doesn't respond, but is swayed by Andy's impassioned words. Near the story's conclusion, Martin decides to fire Celia, but acknowledges his own role in purposely antagonizing her in their Loveâhate relationship love-hate relationship. Despite his openness she is extremely angry that her efforts have gone to waste, and when asked to return her key to Martin's house, she throws it in a sink full of water. Finally, Martin asks Andy to describe one last photo for him, one he has kept locked away for years. Martin had previously told Andy that this was the first and most important photo he had ever taken. It is a photo of the garden from Martin's childhood, taken moments after his mother described it on that fateful day. However, Andy's detailed description includes the iconic man raking leaves Martin's mother told him about, that he had rejected for all these years. This revelation provides Martin with his proof and emotional release. ",7.2
oscar,1991,"[comedy,  crime]"," In the prologue, gangster Angelo ""Snaps"" Provolone promises his dying father that he will give up a life of crime, and instead ""go straight"". A month later, Snaps awakes at his mansion and begins his important morning. He has a meeting with several prominent bankers, as he hopes to donate a large sum of cash and join the bank's board of trustees, thereby having an honest job and keeping his word to his father. Anthony Rossano, Snaps's young, good-natured accountant, arrives at the mansion, asks for a 250% raise, and tells his boss that he is in love with ""Snaps' daughter"". Snaps is furious, does not want his daughter marrying Anthony, and goes to talk to his daughter, Lisa. The only child of Snaps and Sofia, Lisa is a spoiled daughter whose dreams of seeing the world's great sights run into a roadblock because of her overly protective father. Wishing to move out of the house, she lies to her parents at the suggestion of the maid, Nora, and claims to be pregnant. Snaps, believing the father to be Anthony (as he wants to marry ""Snaps' daughter""), is shocked when Lisa says the father is Oscar, the former chauffeur who is now serving overseas in the military. Things get even more complicated when Anthony learns that Theresa, the woman he fell in love with, is not actually Snaps' daughter as she had claimed to be. Before Anthony can catch on, Snaps tricks him into agreeing to marry his actual daughter, Lisa, who is supposedly pregnant but without a husband. Both Lisa and Anthony are unhappy at the hasty arrangement, and the pair luck out when Lisa falls in love with someone else: Dr. Thornton Poole, Snaps's Dialectology dialectician, whose frequent world travels appeal to her adventurous nature. Meanwhile, local police lieutenant Toomey is keeping an eye on the mansion, believing that Snaps is meeting with Chicago mobsters soon. Also watching Snaps is mob rival Vendetti, who also believes that Snaps is meeting Chicago mobsters. Vendetti plans a hit on Snaps in the early afternoon while Toomey plans a raid at the same time to catch Snaps red-handed. While Anthony seeks out Theresa, Snaps meets his mansion's new maid, Roxie. As it turns out, Roxie is an old flame of Snaps, and the pair talk memories and the life that never was. Theresa comes to the mansion and is revealed to be Roxie's daughter â who was actually fathered by Snaps long ago â making Snaps her dad after all. The impromptu celebration of both his daughters' engagements is cut short by the arrival of the bankers. During the meeting, Snaps senses the bankers are giving him a raw deal â they do not intend to give him any actual influence in the bank's operations, despite the money he is willing to invest. The meeting is interrupted by police officers and Toomey, who is embarrassed to find no money or gangsters present on site. He leaves the mansion just in time for Vendetti's car full of armed men to crash right outside. Toomey smiles at reporters and arrests the men. Despite his father's wishes, Snaps realizes that he would rather deal with gangsters and gunmen than ""respectable"" bankers, and decides to abandon his short-lived honest ways and return to a life of crime. The final scene of the movie shows a double wedding for both his daughters. Oscar himself finally appears and objects to Lisa's marriage, but he is carried off by Snaps' men and the weddings end happily. ",6.5
crooked hearts,1991,"[drama,  romance]", Tom Warren returns home from Berkeley College where he dropped out. Tom returns to the family where the close knit family celebrated their misfortunes and bad luck at yearly parties. Charlie the oldest brother holds a secret that could rip the family apart. The film centers around this secret and the Warren family. ,6.0
rambling rose,1991,[drama]," In 1971, a grown Buddy returns to his former family home and reflects on his youth during Great Depression The Great Depression when Rose came to live with his family in order to escape her miserable life in Birmingham, Alabama Birmingham, where she was being forced into prostitution. The Hillyers are an eccentric family who take Rose in as a domestic servant. Rose quickly begins to admire Mrs. Hillyer, who is working on her master's thesis and who she learns was orphaned at a young age, just as Rose had been. Rose also develops a crush on the paternal and warm Mr. Hillyer that the three Hillyer children and Mr. Hillyer become aware of while Mrs. Hillyer remains oblivious. Because she is hard of hearing (she carries an early kind of hearing aid) she misses some of the byplay. Eventually Rose kisses Mr. Hillyer, who at first responds to her advances and then becomes angered at her and rebuffs her. Buddy witnesses Rose and Mr. Hillyer kissing and later, when Rose gets into his bed to talk to him at night, he repeatedly tries and eventually is allowed to grab and massage her breast just as his father had done while he was kissing Rose. Eventually to satisfy his curiosity Rose allows 13-year-old Buddy to masturbate her. Afterwards she is apologetic and upset and begs him not to tell anyone. The Hillyers begin to disagree about Rose's presence in their lives. Mr. Hillyer worries that Rose is too promiscuous when she goes to town and will cause them problems but Mrs. Hillyer sees her promiscuity as her way of trying to obtain love and attention. Strange men begin lurking around the house and even fighting with one another. Mr. Hillyer attributes this to Rose but she repeatedly denies knowing them before eventually admitting it. However, Rose is eventually arrested when some of her men begin brawling in a bar over her and she bites the finger of a policeman. Though the police and Mrs. Hillyer are willing to forgive Rose, Mr. Hillyer insists on firing her, but before he can Rose is hospitalized with a bad case of pneumonia. The attending doctor tells them that Rose has too strong a basic constitution to have had the desperately poor country background she has asserted. She develops a passion for the doctor, who spends a rather long time in her bedroom in his visits to her during her convalescence. After she recovers, Rose seems to be on her best behaviour but Mr. Hillyer eventually catches her with another man in her room. He fires her but obtains a position on a dairy farm in Tennessee for her. When he informs Rose she begins crying as she does not want her baby being born on a farm. Mr. Hillyer believes she is lying about being pregnant and the Hillyers take her to a doctor where they learn that while she is showing signs of being pregnant she actually has an ovarian cyst and is sterile because of untreated gonorrhea contracted when she was 15. The doctor recommends a radical full hysterectomy, involving the removal of the womb and both ovaries, potentially resulting in a less feminine appearance and reduced sexual drive, as it would reduce Rose's promiscuous behaviour. While Mr. Hillyer at first agrees to the operation Mrs. Hillyer argues against it and eventually persuades the two men. Rose is treated for her cyst and returns home where she eventually marries the policeman whose finger she bit. Returning to the 1971 reflection, Buddy reveals that Rose married three more times and was eventually happy with and faithful to her last husband with whom she lived for 25 years. He goes to talk to his father who tells him that Rose died the previous week. When Buddy begins crying Mr. Hillyer tells him that Rose is a person who will never really die as she will live on forever in their hearts. ",6.6
married to it,1991,"[comedy,  drama]"," 'Married to It' is about three couples who meet by chance at a private school fundraiser and come together to organize a school pageant while becoming friends. Claire and Leo LaRonde are two fast-talking yuppies, Leo runs a doll-making company, and Claire is a savvy business woman but not a very good maternal figure to Lucy, Leo's daughter from a past marriage. Lucy and Claire have a strained relationship. John and Iris Morden are a pair of worn-out hippies with two preteen sons, John works in welfare while Iris is a housewife who takes up some artsy jobs especially with the school here and there. Nina and Charles (Chuck) Bishop are an earnest and hopeful young couple from Iowa, who are worried about making their young marriage last. Chuck is an ambitious stock broker and Nina a school psychologist at the school where Iris and Leo's kids attend. Although they face a slightly awkward start, together these three couples face various challenges and learn about their marital problems as well as each other. ",5.9
jungle fever,1991,"[drama,  romance]"," Successful Harlem architect Flipper Purify lives with his wife Drew, a Buyer (fashion) buyer at Bloomingdales, and their young daughter, Ming. At work, Flipper discovers that an Italian-American woman named Angie Tucci has been hired as his temporary worker temp secretary. Initially upset at being the only black person, he relents after being told hiring is based on ability, not race. Angie lives in Bensonhurst with her abusive father Mike and her brothers Charlie and Jimmy. Angie's quiet fiancÃ© Paulie runs a corner grocery store and lives with his elderly widowed father Lou. Meanwhile, Angie feels suffocated at home. After working several late nights together, Flipper and Angie have sex, beginning a tumultuous relationship. The next day, Flipper demands his superiors, Jerry and Leslie, promote him to partner, but he is denied. He resigns, having plans to start his own firm. Eventually, Flipper admits his infidelity to his longtime friend, Cyrus, who criticizes him not for his infidelity towards his wife, but for his affair with a white woman. Cyrus refers to his situation as ""jungle fever""âan attraction borne of sexualized racial myths rather than loveâand Flipper asks Cyrus not to tell anyone. Angie's friends are equally disparaging when she tells them she is having a relationship with a black man. Drew learns about Flipper's affair through Cyrus's wife Vera and throws him out of their home. Flipper moves in with his father, Southern Baptist Convention Southern Baptist preacher The Good Reverend Purify, and his mother, Lucinda Purify. Later, Mike severely beats Angie after discovering that she is dating a black man and kicks her out of their home. At Drew's workplace, Flipper attempts to reconcile, but Drew kicks him out, feeling he was only attracted to her for being half-white and that Flipper was searching for a white woman as he was a successful black man. Flipper and Angie move into an apartment in Greenwich Village, where they encounter discrimination for being a mixed-race couple, such as being insulted by a waitress named LaShawn, chastisement from The Good Reverend, and financial issues. After some play fighting, Flipper gets restrained by two policemen (Do the Right Thing the same ones who killed Radio Raheem two years prior) who receive a call that he was attacking Angie. The couple's issues are compounded by Flipper's feelings for his family and Angie wanting to have children of her own, causing their split. Echoing what Cyrus told him earlier, Flipper tells Angie their relationship has been based on sexual racial myths and not love. Angie, although upset, accepts that the relationship has run its course. Later, Flipper's Crack cocaine crack-addicted brother Gator steals and sells Lucinda's TV for crack. Searching all over Harlem, Flipper eventually finds him in a crack house and exasperatedly disowns him. Soon after, Gator returns to his parents' house to ask for money and, after Lucinda refuses, begins ransacking the home. His erratic behavior ignites an altercation that ends with The Good Reverend proclaiming angrily that his son is ""evil and better off dead"" before shooting him. Gator collapses and dies in Lucinda's arms as The Good Reverend watches remorsefully. Meanwhile, Paulie's racist Italian-American friends mock him for having lost his girlfriend to a black man. He asks one of his customers, a friendly black woman named Orin Goode, out on a date. This angers his father, whom he defiantly ignores. En route to meet Orin, Paulie is assaulted viciously by his other customers for attempting an interracial relationship. Although badly beaten, Paulie still arrives for his date with Orin. Mike reluctantly allows Angie to return home, and Flipper unsuccessfully tries to mend his relationship with Drew. As Flipper leaves from his apartment, a young crack-addicted prostitute propositions him, and, in response, Flipper throws his arms around her and cries out in anguished torment. ",6.6
my own private idaho,1991,[drama]," Mikey Waters Mike, a Male prostitution street hustler, stands alone on a deserted stretch of highway. He starts talking to himself and notices that the road looks ""like someone's face, like a fucked-up face."" He then experiences a Narcolepsy narcoleptic episode and dreams of his mother comforting him as home movies of his childhood play in his mind. Later, after being Fellatio fellated by a client in Seattle, Mike returns to his favorite spots to pick up clients. He is picked up by a wealthy older woman, who takes him to her mansion, where he finds two fellow hustlers she also hired. One of them is Scott Favor, Mike's best friend, and the other is Gary. While preparing to have sex with the woman, Mike has another narcoleptic episode and awakens the next day with Scott in Portland, Oregon. Mike and Scott are soon reunited with Bob Pigeon, a middle-aged mentor to a gang of street kids and hustlers who live in an abandoned apartment building. Scott, the son of the mayor of Portland, confides to Bob that when he turns 21, he will inherit his father's fortune and retire from street hustling. Meanwhile, Mike yearns to find his mother, so he and Scott leave for Idaho to visit Mike's older brother, Richard. Along this journey, Mike confesses to Scott that he is in love with him, and Scott gently reminds Mike he only sleeps with men for money. Richard tells a story of a man he claims is Mike's father, but Mike says that he knows it is Richard. Richard informs Mike that their mother works as a hotel maid; when Mike and Scott visit her workplace, they learn she went to Italy in search of her own family. At the hotel, they meet Hans, the man who drove them to Portland, and prostitute themselves to him. With the money they receive from Hans, Mike and Scott travel to Italy. They find the country farmhouse where Mike's mother worked as a maid and English tutor. Carmela, a young woman who lives there, tells Mike that his mother returned to the United States months ago. Carmela and Scott fall in love and return to the US, leaving a brokenhearted Mike to return on his own. Scott's father dies, and Scott inherits his fortune. Back in Portland, Bob and his gang confront a reformed Scott at a fashionable restaurant, but he rejects them. That night, Bob has a fatal heart attack. The next day the hustlers hold a rowdy funeral for Bob, while in the same cemetery, a few yards away, Scott attends a solemn funeral for his father. Finally, Mike is back on the deserted stretch of Idaho highway. After he falls into another narcoleptic stupor, two strangers pull up in a truck, take his backpack and shoes, and drive away. Moments later, an unidentified figure pulls up in a car, picks the unconscious Mike up, places him in the vehicle, and drives away. ",7.0
the unborn,1991,"[drama,  horror,  sci-fi]"," The story centers around a married couple. The infertile wife Virginia (Brooke Adams (actress) Brooke Adams) and her husband Brad Marshall (Jeff Hayenga) decide to join an experimental in-vitro fertilization program developed by Dr. Richard Meyerling (James Karen). The trial succeeds, but during the pregnancy Virginia finds that something unusual is happening to the fetus. A further investigation shows that she is part of an experiment conducted by an insane doctor. ",4.7
do or die,1991,"[action,  adventure,  crime]"," In Hawaii, L.E.A.T.H.A.L. agents Donna Hamilton and Nicole Justin are confronted by underworld businessman Kane. As retribution for damaging his organization Kane has devised a ""game"" to hunt and kill Hamilton and Justin using six teams of professional assassins. They call their superior Lucas who orders them to leave for Las Vegas and meet up with a contact for further instructions. From his headquarters in Honolulu Kane and his mistress Silk orders the assassins into action while they keep track of their every move with a tracking device secretly implanted into Hamilton's wristwatch. The first team fires on Hamilton and Justin's Jeep from a helicopter as they drive to the airport. After jumping out and taking cover, Justin takes down the helicopter with a missile-firing walking stick. They pilot a small plane to Honolulu, don disguises, and catch their flight. At Barksdale Air Force Base Lucas meets with Capt. Bruce Christian and Col. Richard Estevez whom he has personally recruited to help him stop Kane. Hamilton and Justin meet their contact at an RC air show outside of Las Vegas. He tells them an airplane is waiting for them at Henderson Airport and sends them off with a large-scale remote-controlled Huey helicopter. However, Kane's second team has tracked their location and fire on them on their way to the airport. During an off-road desert car chase, Christian and Estevez join in and pursue the assassins in a dune buggy. Hamilton and Nicole are saved when Estevez fires a rocket launcher at the assassin's car. They all meet up at the airport and take off. Kane is informed of the failure of the second team and begins to lose faith in his plan. While airborne Christian and Estevez contact Lucas and tell him, they will arrive in Louisiana by dawn. Lucas sets up a meeting at Big Pines Lodge for noon the next day. After a sultry performance, Lucas informs his country music singing girlfriend and fellow agent Edy Stark to get ready for their new assignment. Hamilton and Justin split up and take a seaplane while Christian and Estevez drive to the meeting. Kane already has his third team at the lodge disguised as chefs. As they wait for Lucas and Edy, Hamilton mentions two additional agents, Shane and rookie Atlanta Lee, will be joining them. As lunch is served a cat meows at Justin's leg. She feeds it a piece of food and after one last meow, the cat falls dead from ingesting poison. Exposed the assassins run into the woods. Lucas, Edy, Shane, and Atlanta arrive and join in the chase. The assassins attempt to escape by motorboat but before they can get onto the water, Hamilton and Justin, drop a grenade from their seaplane and blow it up. They are captured alive and arrested. Kane arrives back at his headquarters and begins to reveal to Silk his larger scheme to manipulate the American stock market but is interrupted with news of the third team's failure. Lucas and the others start to suspect a mole in the group. He decides to take the agents to a secure lake house. While preparing to leave Estevez kisses Hamilton but she rebuffs his advances. The next morning two men ride their dirt bikes on a dock. While pretending to fish one of the men assembles a sniper rifle, aims it at Agent Hamilton but misses. The fourth team attempts to escape while Christian and Estevez give chase on dirt bikes. The first assassin crashes and is shot by Christian while Estevez kills the second with a grenade disguised as a baseball. Lucas, Edy, Shane, and Atlanta plan to leave early the next morning by boat to pick up rifles. While synchronizing their watches Hamilton lends hers to Edy. While headed back the fifth team thinking they have tracked Hamilton and Justin appear on jet skis and fire at their boat. Lucas and Edy using the new rifles kill the fifth team. Lucas decides to move again to his home in Dallas. Estevez accuses Atlanta of being a mole. At the same time, Hamilton's wristwatch burns Edy as she turns on a microwave dropping it to the floor. Estevez picks it up and Justin discovers Kane's tracking device that has been revealing their every move. Kane calls Lucas offering a final challenge of hand-to-hand combat between Hamilton, Justin, and his final team. Lucas hangs up. After a romantic night with Estevez, Hamilton calls Kane to accept his challenge. The next morning, they are ambushed in the woods by two ninjas. Hamilton and Justin run away but they catch up. Justin hits one of the assassins with a baseball bat while Hamilton throws a ninja star into the leg of the other. Despite their injuries, the assassins track them to an outhouse and hear whispering inside. Instead of the agents it's two dummies with wigs and a tape recording of their voices. With Estevez controlling the remote-controlled helicopter Hamilton and Justin each fire missiles on the outhouse killing the final team. Kane watches helplessly as his computer informs him that he has lost his ""game"". While celebrating Estevez and Lucas reveals how L.E.A.T.H.A.L. can now track Kane with Silk working as their informant. It is decided not to arrest Kane but to keep track of his whereabouts and continue to disrupt his operations. ",4.3
company business,1991,"[action,  comedy,  crime]"," With the Cold War rapidly coming to an end, retired CIA operative Sam Boyd has taken up freelancing as a corporate spy for cosmetics giant Maxine Gray, only to find that his hands-on style of espionage is being rendered obsolete by the capabilities of younger computer hackers. Boyd is suddenly called back in to the CIA by his superior, Elliot Jaffe, for a seemingly straightforward prisoner exchange with the KGB overseen by Colonel Pierce Grissom. Jaffe and Grissom explain that they have to use Boyd instead of an active agent to keep the operation off-the-books, since the $2 million that the Russian side demanded in addition to their own agent is being supplied by a Colombian drug cartel as a favor. Boyd is tasked with chaperoning Pyotr Ivanovich Grushenko, a KGB mole who had been caught and imprisoned ten years earlier, and the briefcase containing the money to Berlin, where they will both be traded for Benjamin Sobel, a Lockheed U-2 U-2 pilot who was shot down over the Soviet Union during the 1960s. A resigned Boyd and a skeptical Grushenko depart from Washington Dulles International Airport Dulles Airport and arrive in Berlin, where they bond at a bar over Grushenko's beverage of choice, Starka. During the handover in a closed stretch of subway tunnel the next night, Boyd recognizes Sobel as a man he noticed at Dulles and calls Grushenko back, triggering a shootout with the KGB. Boyd and Grushenko are forced on the run from both the KGB and Boyd's superiors; even though Boyd told Jaffe that the handover was a setup, Grissom insists that Boyd has gone rogue and orders Jaffe to hunt him and Grushenko down. Boyd and Grushenko decide their only option is go into hiding and live off the $2 million, but they first need to Money laundering launder the cash since the CIA can track the serial numbers on the bills. After securing fake IDs and credit cards and evading a police dragnet, the pair go to Faisal, a Saudi arms dealer previously used by the CIA to support anti-communist movements, to see about the money, but find that the easing of the Cold War has left him practically impoverished. With the CIA now working with the KGB to find Boyd and Grushenko, the pair make their way to Paris, where Grushenko claims to have a girlfriend who can handle their money problem. Grushenko also reveals to Boyd that the man in the subway really was Sobel, who had been turned by the Soviets after his capture and was living in America as a sleeper agent in the guise of an economics professor. Grushenko knew Sobel because they both had the same handler, a turncoat in the US military codenamed ""Donald"". Boyd concludes that the cash-strapped KGB had arranged the fake handover of Sobel with Donald's help to scam the CIA out of $2 million, but the botched trade had jeopardized Donald's cover. In Paris, Grushenko reunites with his apparent girlfriend, Natasha Grimaud, who is in reality his daughter and works at a Japanese corporation where she can wire their money to a Swiss bank account to be withdrawn as clean bills. While Grushenko travels to Switzerland to retrieve the money, the CIA/KGB kidnap Natasha to coerce Boyd and Grushenko into surrendering. Boyd concedes to their demands chooses the Eiffel Tower as the handover site. Boyd and Grushenko manage to free Natasha and then dodge the CIA/KGB, but find the tower's exits have been cut off. The two friends duck into 'Le Jules Verne' to share one last bottle of Starka. After Boyd suggests that they should take up residence in the Seychelles if they somehow escape, Grushenko relates that he just called Donald, implied to be Grissom, and left a false message that Sobel had been a triple-agent for the CIA all along. ",5.6
problem child 2,1991,"[comedy,  family]"," Ben and Junior Healy move to Mortville, Oregon, a quiet community, as a way to start over. Ben is initially sad to leave Cold River until Junior reminds him that everyone there has been horrible to him his whole life. Before they arrive at their new house, Junior sees a girl roller skating on the sidewalk with a balloon. He pops it with his sling shot and laughs at her as he goes by. He and Ben arrive at their new house, and moments later, dozens of women line up in their front yard, all wanting to date Ben. Meanwhile, Ben's father, ""Big Ben"" Healy, moves in with them when he loses all of his money in a bad investment. When Junior starts third grade, he sees that Igor Peabody is the principal at his new school. Peabody screams at the sight of him and promptly promotes him to the sixth grade. He gets on school bully Murph's bad side when he tapes him to the chalkboard. He retaliates by trying to drop the school's satellite dish on Junior, but it misses him and hits Ben instead, knocking him out. When he comes to, he sees the school nurse, Annie Young, and becomes smitten with her. Junior, annoyed at Ben's sudden love interest, retaliates by attempting to draw a mustache on Annie's picture hanging in the hall, only to be foiled by Trixie, the girl whose balloon he popped earlier. Throughout the film, they engage in an escalating prank war. Around the same time, LaWanda DuMore, the richest lady in Mortville, takes an interest in Ben, much to Junior's chagrin. While Ben and Junior are gone for the day, she decorates their house to impress Ben. Junior ruins a dinner she makes by putting live cockroaches in it. Afterward, she tells him that when she is his stepmother she will send him to boarding school in Baghdad. He tries to tell Ben that she is bad, but Ben does not believe him. While at a school function, Ben sees the puppet show go awry and thinks Junior is to blame. He stops it but is surprised to see it's Trixie instead. It is also revealed that Annie is her mother. Annie rushes to take her home: Ben tries to tell her he understands what it is like raising a problem child and thinks they can help one another. She tells him she likes him, but if they date, Trixie's behavior would only get worse. He proposes to LaWanda believing she is the only woman who will marry him. By a chance meeting at a pizza restaurant, Ben, Annie, Junior, and Trixie have dinner together and a good time, even after the food fight the kids start with Peabody and his girlfriend gets them thrown out. Junior and Trixie apologize to each other and decide that Ben and Annie should date. Junior tries to stop the wedding by switching LaWanda's blood sample with that of a rabid dog. While celebrating her engagement to Ben, she gets icing on her face, which bears a resemblance to foaming at the mouth, a symptom of rabies. As a result, she is handcuffed by animal control officers and sent to the hospital for observation. With her there, Junior overhears a patient in the room across from hers saying he wants to hold the world record for the longest nose. He sabotages her plastic surgery by switching the patient files, resulting in her receiving a gigantic nose â his attempt to make her so ugly that Ben will not marry her. However, she uses her funds to get last minute surgery to undo the damage. At the altar, Junior's and Trixie's work pays off, and Ben finally realizes that Annie is the one for him when he realized that Junior was telling the truth about LaWanda after she openly said that she hates children (much to his shock). Big Ben decides to marry her, while Junior and Trixie use explosives to splatter them with the wedding cake. ",4.8
